0.543641	0.456359	10
0.541539	1.45846	10
0.548851	2.45115	10
0.58247	3.41753	10
0.561635	4.43836	10
0.579477	5.42052	10
0.546043	6.45396	10
0.521583	7.47842	10
0.561413	8.43859	10
0.565262	9.43474	10
0.575825	10.4242	10
0.563176	11.4368	10
0.594525	12.4055	10
0.554874	13.4451	10
0.565151	14.4348	10
0.50314	15.4969	10
0.56812	16.4319	10
0.535767	17.4642	10
0.558942	18.4411	10
0.524323	19.4757	10
0.547695	20.4523	10
0.569964	21.43	10
0.539345	22.4607	10
0.506026	23.494	10
0.58866	24.4113	10
0.531855	25.4681	10
0.503966	26.496	10
0.506289	27.4937	10
0.588635	28.4114	10
0.598543	29.4015	10
0.537504	30.4625	10
0.528283	31.4717	10
0.510993	32.489	10
0.50826	33.4917	10
0.520415	34.4796	10
0.527969	35.472	10
0.594481	36.4055	10
0.514599	37.4854	10
0.58538	38.4146	10
0.503497	39.4965	10
0.503467	40.4965	10
0.517924	41.4821	10
0.561613	42.4384	10
0.548372	43.4516	10
0.5195	44.4805	10
0.559662	45.4403	10
0.548343	46.4517	10
0.526398	47.4736	10
0.52356	48.4764	10
0.526375	49.4736	10
1.55032	0.449682	10
1.59315	1.40685	10
1.51336	2.48664	10
1.59301	3.40699	10
1.52398	4.47602	10
1.50317	5.49683	10
1.5653	6.4347	10
1.56902	7.43098	10
1.57309	8.42691	10
1.5407	9.4593	10
1.50268	10.4973	10
1.58494	11.4151	10
1.57789	12.4221	10
1.52647	13.4735	10
1.54108	14.4589	10
1.50993	15.4901	10
1.50471	16.4953	10
1.52091	17.4791	10
1.56669	18.4333	10
1.58373	19.4163	10
1.59155	20.4085	10
1.54472	21.4553	10
1.58192	22.4181	10
1.5501	23.4499	10
1.52679	24.4732	10
1.53587	25.4641	10
1.56416	26.4358	10
1.59902	27.401	10
1.5611	28.4389	10
1.51033	29.4897	10
1.55131	30.4487	10
1.5894	31.4106	10
1.58445	32.4155	10
1.59916	33.4008	10
1.52256	34.4774	10
1.53336	35.4666	10
1.53127	36.4687	10
1.52098	37.479	10
1.59568	38.4043	10
1.52984	39.4702	10
1.57565	40.4244	10
1.58196	41.418	10
1.5977	42.4023	10
1.57145	43.4285	10
1.55771	44.4423	10
1.57258	45.4274	10
1.55753	46.4425	10
1.55207	47.4479	10
1.52126	48.4787	10
1.54982	49.4502	10
2.58546	0.414543	10
2.57661	1.42339	10
2.59108	2.40892	10
2.5936	3.4064	10
2.50999	4.49001	10
2.50796	5.49204	10
2.50834	6.49166	10
2.5267	7.4733	10
2.54844	8.45156	10
2.51733	9.48267	10
2.57645	10.4235	10
2.55571	11.4443	10
2.56512	12.4349	10
2.55864	13.4414	10
2.58309	14.4169	10
2.55116	15.4488	10
2.525	16.475	10
2.58883	17.4112	10
2.58501	18.415	10
2.58871	19.4113	10
2.56304	20.437	10
2.59578	21.4042	10
2.51452	22.4855	10
2.56438	23.4356	10
2.54253	24.4575	10
2.56454	25.4355	10
2.59078	26.4092	10
2.57864	27.4214	10
2.58259	28.4174	10
2.5388	29.4612	10
2.52439	30.4756	10
2.54494	31.4551	10
2.54176	32.4582	10
2.56371	33.4363	10
2.58105	34.4189	10
2.50657	35.4934	10
2.58201	36.418	10
2.53614	37.4639	10
2.50616	38.4938	10
2.56871	39.4313	10
2.57017	40.4298	10
2.51913	41.4809	10
2.5228	42.4772	10
2.58056	43.4194	10
2.59154	44.4085	10
2.59582	45.4042	10
2.50039	46.4996	10
2.59187	47.4081	10
2.58533	48.4147	10
2.52572	49.4743	10
3.5729	0.427101	10
3.58335	1.41665	10
3.58012	2.41988	10
3.58801	3.41199	10
3.53846	4.46154	10
3.54209	5.45791	10
3.54092	6.45908	10
3.55843	7.44157	10
3.50533	8.49467	10
3.51791	9.48209	10
3.56019	10.4398	10
3.52884	11.4712	10
3.51733	12.4827	10
3.54777	13.4522	10
3.55831	14.4417	10
3.51612	15.4839	10
3.55106	16.4489	10
3.50662	17.4934	10
3.51712	18.4829	10
3.50823	19.4918	10
3.5732	20.4268	10
3.53433	21.4657	10
3.59716	22.4028	10
3.59652	23.4035	10
3.57955	24.4204	10
3.50975	25.4902	10
3.5248	26.4752	10
3.54076	27.4592	10
3.56964	28.4304	10
3.51704	29.483	10
3.50867	30.4913	10
3.57197	31.428	10
3.57364	32.4264	10
3.56327	33.4367	10
3.58875	34.4112	10
3.52879	35.4712	10
3.59002	36.41	10
3.55245	37.4476	10
3.53599	38.464	10
3.56889	39.4311	10
3.56521	40.4348	10
3.55388	41.4461	10
3.51296	42.487	10
3.59686	43.4031	10
3.59781	44.4022	10
3.5148	45.4852	10
3.51196	46.488	10
3.57681	47.4232	10
3.53978	48.4602	10
3.5486	49.4514	10
4.57095	0.429048	10
4.59182	1.40818	10
4.56924	2.43076	10
4.50827	3.49173	10
4.59346	4.40654	10
4.50978	5.49022	10
4.56679	6.43321	10
4.59467	7.40533	10
4.56525	8.43475	10
4.53883	9.46117	10
4.56458	10.4354	10
4.52145	11.4785	10
4.55624	12.4438	10
4.56782	13.4322	10
4.59421	14.4058	10
4.52276	15.4772	10
4.50357	16.4964	10
4.5367	17.4633	10
4.58852	18.4115	10
4.53529	19.4647	10
4.59137	20.4086	10
4.53414	21.4659	10
4.58394	22.4161	10
4.52947	23.4705	10
4.54681	24.4532	10
4.51042	25.4896	10
4.54907	26.4509	10
4.52095	27.479	10
4.55818	28.4418	10
4.5953	29.4047	10
4.5128	30.4872	10
4.5541	31.4459	10
4.56467	32.4353	10
4.57797	33.422	10
4.56615	34.4339	10
4.59467	35.4053	10
4.51684	36.4832	10
4.50241	37.4976	10
4.50609	38.4939	10
4.52004	39.48	10
4.59262	40.4074	10
4.55802	41.442	10
4.54497	42.455	10
4.53912	43.4609	10
4.55649	44.4435	10
4.5234	45.4766	10
4.51234	46.4877	10
4.53406	47.4659	10
4.51759	48.4824	10
4.57431	49.4257	10
5.56715	0.432851	10
5.54017	1.45983	10
5.59223	2.40777	10
5.53844	3.46156	10
5.51586	4.48414	10
5.58476	5.41524	10
5.55379	6.44621	10
5.57654	7.42346	10
5.55461	8.44539	10
5.56115	9.43885	10
5.51535	10.4846	10
5.52111	11.4789	10
5.5549	12.4451	10
5.51165	13.4883	10
5.58545	14.4146	10
5.54475	15.4552	10
5.53564	16.4644	10
5.58485	17.4152	10
5.58552	18.4145	10
5.55781	19.4422	10
5.58085	20.4192	10
5.50953	21.4905	10
5.54557	22.4544	10
5.50566	23.4943	10
5.54553	24.4545	10
5.5147	25.4853	10
5.51168	26.4883	10
5.53834	27.4617	10
5.50601	28.494	10
5.5216	29.4784	10
5.5001	30.4999	10
5.55262	31.4474	10
5.54953	32.4505	10
5.54969	33.4503	10
5.52135	34.4786	10
5.53879	35.4612	10
5.56596	36.434	10
5.56488	37.4351	10
5.52367	38.4763	10
5.56293	39.4371	10
5.51844	40.4816	10
5.56647	41.4335	10
5.59705	42.403	10
5.53816	43.4618	10
5.58693	44.4131	10
5.56875	45.4312	10
5.59127	46.4087	10
5.50148	47.4985	10
5.54908	48.4509	10
5.52785	49.4721	10
6.57098	0.429021	10
6.5016	1.4984	10
6.57438	2.42562	10
6.58445	3.41555	10
6.50987	4.49013	10
6.50649	5.49351	10
6.50426	6.49574	10
6.56256	7.43744	10
6.55236	8.44764	10
6.50918	9.49082	10
6.52634	10.4737	10
6.58079	11.4192	10
6.59127	12.4087	10
6.53272	13.4673	10
6.53507	14.4649	10
6.51698	15.483	10
6.58775	16.4122	10
6.53702	17.463	10
6.53307	18.4669	10
6.54705	19.4529	10
6.52382	20.4762	10
6.54523	21.4548	10
6.53055	22.4694	10
6.55196	23.448	10
6.59567	24.4043	10
6.58851	25.4115	10
6.57142	26.4286	10
6.57029	27.4297	10
6.53104	28.469	10
6.523	29.477	10
6.58956	30.4104	10
6.55856	31.4414	10
6.57561	32.4244	10
6.53796	33.462	10
6.56631	34.4337	10
6.56447	35.4355	10
6.57287	36.4271	10
6.56788	37.4321	10
6.56327	38.4367	10
6.5126	39.4874	10
6.555	40.445	10
6.54301	41.457	10
6.59695	42.403	10
6.51222	43.4878	10
6.53229	44.4677	10
6.54403	45.456	10
6.50404	46.496	10
6.53238	47.4676	10
6.59395	48.4061	10
6.50989	49.4901	10
7.50701	0.492992	10
7.54543	1.45457	10
7.58435	2.41565	10
7.58911	3.41089	10
7.56124	4.43876	10
7.53558	5.46442	10
7.56798	6.43202	10
7.55832	7.44168	10
7.53515	8.46485	10
7.54665	9.45335	10
7.56561	10.4344	10
7.55452	11.4455	10
7.59318	12.4068	10
7.51096	13.489	10
7.54141	14.4586	10
7.56156	15.4384	10
7.54536	16.4546	10
7.5543	17.4457	10
7.511	18.489	10
7.5776	19.4224	10
7.59342	20.4066	10
7.59444	21.4056	10
7.57036	22.4296	10
7.5612	23.4388	10
7.54613	24.4539	10
7.51347	25.4865	10
7.53574	26.4643	10
7.58415	27.4159	10
7.54447	28.4555	10
7.51883	29.4812	10
7.55516	30.4448	10
7.58426	31.4157	10
7.57246	32.4275	10
7.56206	33.4379	10
7.53232	34.4677	10
7.50169	35.4983	10
7.58399	36.416	10
7.58757	37.4124	10
7.52003	38.48	10
7.51559	39.4844	10
7.51507	40.4849	10
7.5725	41.4275	10
7.56964	42.4304	10
7.53994	43.4601	10
7.54894	44.4511	10
7.51209	45.4879	10
7.58975	46.4102	10
7.54003	47.46	10
7.58903	48.411	10
7.53135	49.4687	10
8.57081	0.429189	10
8.50914	1.49086	10
8.55269	2.44731	10
8.57104	3.42896	10
8.54677	4.45323	10
8.55673	5.44327	10
8.57218	6.42782	10
8.58273	7.41727	10
8.52269	8.47731	10
8.52032	9.47968	10
8.52245	10.4775	10
8.57411	11.4259	10
8.55466	12.4453	10
8.59822	13.4018	10
8.59008	14.4099	10
8.57389	15.4261	10
8.52065	16.4793	10
