0.125	1
0.375	1
0.625	1
0.875	1
1.125	1
1.375	1
1.625	1
1.875	1
2.125	1
2.375	1
2.625	1
2.875	1
3.125	1
3.375	1
3.625	1
3.875	1
4.125	1
4.375	1
4.625	1
4.875	1
5.125	1
5.375	1
5.625	1
5.875	1
6.125	1
6.375	1
6.625	1
6.875	1
7.125	1
7.375	1
7.625	1
7.875	1
8.125	1
8.375	1
8.625	1
8.875	1
9.125	1
9.375	1
9.625	1
9.875	1
10.125	1
10.375	1
10.625	1
10.875	1
11.125	1
11.375	1
11.625	1
11.875	1
12.125	1
12.375	1
12.625	1
12.875	1
13.125	1
13.375	1
13.625	1
13.875	1
14.125	1
14.375	1
14.625	1
14.875	1
15.125	1
15.375	1
15.625	1
15.875	1
16.125	1
16.375	1
16.625	1
16.875	1
17.125	1
17.375	1
17.625	1
17.875	1
18.125	1
18.375	1
18.625	1
18.875	1
19.125	1
19.375	1
19.625	1
19.875	1
20.125	1
20.375	1
20.625	1
20.875	1
21.125	1
21.375	1
21.625	1
21.875	1
22.125	1
22.375	1
22.625	1
22.875	1
23.125	1
23.375	1
23.625	1
23.875	1
24.125	1
24.375	1
24.625	1
24.875	1
25.125	1
25.375	1
25.625	1
25.875	1
26.125	1
26.375	1
26.625	1
26.875	1
27.125	1
27.375	1
27.625	1
27.875	1
28.125	1
28.375	1
28.625	1
28.875	1
29.125	1
29.375	1
29.625	1
29.875	1
30.125	1
30.375	1
30.625	1
30.875	1
31.125	1
31.375	1
31.625	1
31.875	1
32.125	1
32.375	1
32.625	1
32.875	1
33.125	1
33.375	1
33.625	1
33.875	1
34.125	1
34.375	1
34.625	1
34.875	1
35.125	1
35.375	1
35.625	1
35.875	1
36.125	1
36.375	1
36.625	1
36.875	1
37.125	1
37.375	1
37.625	1
37.875	1
38.125	1
38.375	1
38.625	1
38.875	1
39.125	1
39.375	1
39.625	1
39.875	1
40.125	1
40.375	1
40.625	1
40.875	1
41.125	1
41.375	1
41.625	1
41.875	1
42.125	1
42.375	1
42.625	1
42.875	1
43.125	1
43.375	1
43.625	1
43.875	1
44.125	1
44.375	1
44.625	1
44.875	1
45.125	1
45.375	1
45.625	1
45.875	1
46.125	1
46.375	1
46.625	1
46.875	1
47.125	1
47.375	1
47.625	1
47.875	1
48.125	1
48.375	1
48.625	1
48.875	1
49.125	1
49.375	1
49.625	1
49.875	1
 
0.125	1.00513
0.375	1.00479
0.625	1.00438
0.875	1.00393
1.125	1.00342
1.375	1.00288
1.625	1.00231
1.875	1.00173
2.125	1.00113
2.375	1.00053
2.625	0.999938
2.875	0.999362
3.125	0.99881
3.375	0.998289
3.625	0.997806
3.875	0.997367
4.125	0.996978
4.375	0.996643
4.625	0.996366
4.875	0.99615
5.125	0.995998
5.375	0.995909
5.625	0.995884
5.875	0.995924
6.125	0.996027
6.375	0.996191
6.625	0.996414
6.875	0.99669
7.125	0.997013
7.375	0.997368
7.625	0.997737
7.875	0.998097
8.125	0.998421
8.375	0.998686
8.625	0.998873
8.875	0.998972
9.125	0.998982
9.375	0.998913
9.625	0.998779
9.875	0.998603
10.125	0.998414
10.375	0.998245
10.625	0.998128
10.875	0.998094
11.125	0.998162
11.375	0.998338
11.625	0.998613
11.875	0.998963
12.125	0.999354
12.375	0.999749
12.625	1.00011
12.875	1.0004
13.125	1.00061
13.375	1.0007
13.625	1.00068
13.875	1.00055
14.125	1.00033
14.375	1.00004
14.625	0.999709
14.875	0.999359
15.125	0.999006
15.375	0.99866
15.625	0.998325
15.875	0.998004
16.125	0.997698
16.375	0.99741
16.625	0.997143
16.875	0.996902
17.125	0.996693
17.375	0.996521
17.625	0.996392
17.875	0.996314
18.125	0.99629
18.375	0.996326
18.625	0.996423
18.875	0.996586
19.125	0.996812
19.375	0.997103
19.625	0.997455
19.875	0.997864
20.125	0.998326
20.375	0.998834
20.625	0.99938
20.875	0.999957
21.125	1.00055
21.375	1.00116
21.625	1.00177
21.875	1.00237
22.125	1.00295
22.375	1.00349
22.625	1.00399
22.875	1.00444
23.125	1.00483
23.375	1.00514
23.625	1.00537
23.875	1.00552
24.125	1.00558
24.375	1.00555
24.625	1.00544
24.875	1.00525
25.125	1.00499
25.375	1.00466
25.625	1.00429
25.875	1.00388
26.125	1.00346
26.375	1.00302
26.625	1.0026
26.875	1.0022
27.125	1.00182
27.375	1.00148
27.625	1.00119
27.875	1.00093
28.125	1.00071
28.375	1.00054
28.625	1.0004
28.875	1.00029
29.125	1.00021
29.375	1.00014
29.625	1.0001
29.875	1.00007
30.125	1.00004
30.375	1.00003
30.625	1.00002
30.875	1.00001
31.125	1.00001
31.375	1
31.625	1
31.875	1
32.125	1
32.375	1
32.625	1
32.875	1
33.125	1
33.375	1
33.625	1
33.875	1
34.125	1
34.375	1
34.625	1
34.875	1
35.125	1
35.375	1
35.625	1
35.875	1
36.125	1
36.375	1
36.625	1
36.875	1
37.125	1
37.375	1
37.625	1
37.875	1
38.125	1
38.375	1
38.625	1
38.875	1
39.125	1
39.375	1
39.625	1
39.875	1
40.125	1
40.375	1
40.625	1
40.875	1
41.125	1
41.375	1
41.625	1
41.875	1.00001
42.125	1.00001
42.375	1.00001
42.625	1.00002
42.875	1.00004
43.125	1.00005
43.375	1.00008
43.625	1.00012
43.875	1.00017
44.125	1.00025
44.375	1.00034
44.625	1.00047
44.875	1.00062
45.125	1.00082
45.375	1.00105
45.625	1.00132
45.875	1.00164
46.125	1.00199
46.375	1.00238
46.625	1.00279
46.875	1.00321
47.125	1.00365
47.375	1.00407
47.625	1.00447
47.875	1.00484
48.125	1.00516
48.375	1.00542
48.625	1.00561
48.875	1.00573
49.125	1.00577
49.375	1.00572
49.625	1.0056
49.875	1.0054
 
0.125	0.99932
0.375	0.999403
0.625	0.999469
0.875	0.99952
1.125	0.999557
1.375	0.999581
1.625	0.999594
1.875	0.999598
2.125	0.999595
2.375	0.999586
2.625	0.999573
2.875	0.999558
3.125	0.999542
3.375	0.999526
3.625	0.999511
3.875	0.999498
4.125	0.999488
4.375	0.99948
4.625	0.999476
4.875	0.999475
5.125	0.999479
5.375	0.999486
5.625	0.999497
5.875	0.999511
6.125	0.99953
6.375	0.999553
