0	1
0.4	1
0.8	1
1.2	1
1.6	1
2	1
2.4	1
2.8	1
3.2	1
3.6	1
4	1
4.4	1
4.8	1
5.2	1
5.6	1
6	1
6.4	1
6.8	1
7.2	1
7.6	1
8	1
8.4	1
8.8	1
9.2	1
9.6	1
10	0.125
10.4	0.125
10.8	0.125
11.2	0.125
11.6	0.125
12	0.125
12.4	0.125
12.8	0.125
13.2	0.125
13.6	0.125
14	0.125
14.4	0.125
14.8	0.125
15.2	0.125
15.6	0.125
16	0.125
16.4	0.125
16.8	0.125
17.2	0.125
17.6	0.125
18	0.125
18.4	0.125
18.8	0.125
19.2	0.125
19.6	0.125
 
0	1
0.4	1
0.8	1
1.2	1
1.6	1
2	1
2.4	1
2.8	1
3.2	1
3.6	1
4	1
4.4	1
4.8	1
5.2	1
5.6	1
6	1
6.4	1
6.8	1
7.2	1
7.6	1
8	1
8.4	1
8.8	1.00117
9.2	0.935317
9.6	nan
10	nan
10.4	nan
10.8	0.140982
11.2	0.12526
11.6	0.125
12	0.125
12.4	0.125
12.8	0.125
13.2	0.125
13.6	0.125
14	0.125
14.4	0.125
14.8	0.125
15.2	0.125
15.6	0.125
16	0.125
16.4	0.125
16.8	0.125
17.2	0.125
17.6	0.125
18	0.125
18.4	0.125
18.8	0.125
19.2	0.125
19.6	0.125
 
0	1
0.4	1
0.8	1
1.2	1
1.6	1
2	1
2.4	nan
2.8	nan
3.2	nan
3.6	nan
4	nan
4.4	nan
4.8	nan
5.2	nan
5.6	nan
6	nan
6.4	nan
6.8	nan
7.2	nan
7.6	nan
8	nan
8.4	nan
8.8	nan
9.2	nan
9.6	nan
10	nan
10.4	nan
10.8	nan
11.2	nan
11.6	nan
12	nan
12.4	nan
12.8	nan
13.2	nan
13.6	nan
14	nan
14.4	nan
14.8	0.125
15.2	0.125
15.6	0.125
16	0.125
16.4	0.125
16.8	0.125
17.2	0.125
17.6	0.125
18	0.125
18.4	0.125
18.8	0.125
19.2	0.125
19.6	0.125
 
0	nan
0.4	nan
0.8	nan
1.2	nan
1.6	nan
2	nan
2.4	nan
2.8	nan
3.2	nan
3.6	nan
4	nan
4.4	nan
4.8	nan
5.2	nan
5.6	nan
6	nan
6.4	nan
6.8	nan
7.2	nan
7.6	nan
8	nan
8.4	nan
8.8	nan
9.2	nan
9.6	nan
10	nan
10.4	nan
10.8	nan
11.2	nan
11.6	nan
12	nan
12.4	nan
12.8	nan
13.2	nan
13.6	nan
14	nan
14.4	nan
14.8	nan
15.2	nan
15.6	nan
16	nan
16.4	nan
16.8	nan
17.2	nan
17.6	nan
18	nan
18.4	nan
18.8	nan
19.2	nan
19.6	nan
 
0	nan
0.4	nan
0.8	nan
1.2	nan
1.6	nan
2	nan
2.4	nan
2.8	nan
3.2	nan
3.6	nan
4	nan
4.4	nan
4.8	nan
5.2	nan
5.6	nan
6	nan
6.4	nan
6.8	nan
7.2	nan
7.6	nan
8	nan
8.4	nan
8.8	nan
9.2	nan
9.6	nan
10	nan
10.4	nan
10.8	nan
11.2	nan
11.6	nan
12	nan
12.4	nan
12.8	nan
13.2	nan
13.6	nan
14	nan
14.4	nan
14.8	nan
15.2	nan
15.6	nan
16	nan
16.4	nan
16.8	nan
17.2	nan
17.6	nan
18	nan
18.4	nan
18.8	nan
19.2	nan
19.6	nan
 
0	nan
0.4	nan
0.8	nan
1.2	nan
1.6	nan
2	nan
2.4	nan
2.8	nan
3.2	nan
3.6	nan
4	nan
4.4	nan
4.8	nan
5.2	nan
5.6	nan
6	nan
6.4	nan
6.8	nan
7.2	nan
7.6	nan
8	nan
8.4	nan
8.8	nan
9.2	nan
9.6	nan
10	nan
10.4	nan
10.8	nan
11.2	nan
11.6	nan
12	nan
12.4	nan
12.8	nan
13.2	nan
13.6	nan
14	nan
14.4	nan
14.8	nan
15.2	nan
15.6	nan
16	nan
16.4	nan
16.8	nan
17.2	nan
17.6	nan
18	nan
18.4	nan
18.8	nan
19.2	nan
19.6	nan
 
0	nan
0.4	nan
0.8	nan
1.2	nan
1.6	nan
2	nan
2.4	nan
2.8	nan
3.2	nan
3.6	nan
4	nan
4.4	nan
4.8	nan
5.2	nan
5.6	nan
6	nan
6.4	nan
6.8	nan
7.2	nan
7.6	nan
8	nan
8.4	nan
8.8	nan
9.2	nan
9.6	nan
10	nan
10.4	nan
10.8	nan
11.2	nan
11.6	nan
12	nan
12.4	nan
12.8	nan
13.2	nan
13.6	nan
14	nan
14.4	nan
14.8	nan
15.2	nan
15.6	nan
16	nan
16.4	nan
16.8	nan
17.2	nan
17.6	nan
18	nan
18.4	nan
18.8	nan
19.2	nan
19.6	nan
 
0	nan
0.4	nan
0.8	nan
1.2	nan
1.6	nan
2	nan
2.4	nan
2.8	nan
3.2	nan
3.6	nan
4	nan
4.4	nan
4.8	nan
5.2	nan
5.6	nan
6	nan
6.4	nan
6.8	nan
7.2	nan
7.6	nan
8	nan
8.4	nan
8.8	nan
9.2	nan
9.6	nan
10	nan
10.4	nan
10.8	nan
11.2	nan
11.6	nan
12	nan
12.4	nan
12.8	nan
13.2	nan
13.6	nan
14	nan
14.4	nan
14.8	nan
15.2	nan
15.6	nan
16	nan
16.4	nan
16.8	nan
17.2	nan
17.6	nan
18	nan
18.4	nan
18.8	nan
19.2	nan
19.6	nan
 
0	nan
0.4	nan
0.8	nan
1.2	nan
1.6	nan
2	nan
2.4	nan
2.8	nan
3.2	nan
3.6	nan
4	nan
4.4	nan
4.8	nan
5.2	nan
5.6	nan
6	nan
6.4	nan
6.8	nan
7.2	nan
7.6	nan
8	nan
8.4	nan
8.8	nan
9.2	nan
9.6	nan
10	nan
10.4	nan
10.8	nan
11.2	nan
11.6	nan
12	nan
12.4	nan
12.8	nan
13.2	nan
13.6	nan
14	nan
14.4	nan
14.8	nan
15.2	nan
15.6	nan
16	nan
16.4	nan
16.8	nan
17.2	nan
17.6	nan
18	nan
18.4	nan
18.8	nan
19.2	nan
19.6	nan
 
0	nan
0.4	nan
0.8	nan
1.2	nan
1.6	nan
2	nan
2.4	nan
2.8	nan
3.2	nan
3.6	nan
4	nan
4.4	nan
4.8	nan
5.2	nan
5.6	nan
6	nan
6.4	nan
6.8	nan
7.2	nan
7.6	nan
8	nan
8.4	nan
8.8	nan
