0	0	0	0
2.5	0	0	0
5	0	0	0
7.5	0	0	0
10	0	0	0
12.5	0	0	0
15	0	0	0
17.5	0	0	0
20	0	0	0
22.5	0	0	0
25	0	0	0
27.5	0	0	0
30	0	0	0
32.5	0	0	0
35	0	0	0
37.5	0	0	0
40	0	0	0
42.5	0	0	0
45	0	0	0
47.5	0	0	0
1.25	2.16506	0	0
3.75	2.16506	0	0
6.25	2.16506	0	0
8.75	2.16506	0	0
11.25	2.16506	0	0
13.75	2.16506	0	0
16.25	2.16506	0	0
18.75	2.16506	0	0
21.25	2.16506	0	0
23.75	2.16506	0	0
26.25	2.16506	0	0
28.75	2.16506	0	0
31.25	2.16506	0	0
33.75	2.16506	0	0
36.25	2.16506	0	0
38.75	2.16506	0	0
41.25	2.16506	0	0
43.75	2.16506	0	0
46.25	2.16506	0	0
48.75	2.16506	0	0
0	4.33013	0	0
2.5	4.33013	0	0
5	4.33013	0	0
7.5	4.33013	0	0
10	4.33013	0	0
12.5	4.33013	0	0
15	4.33013	0	0
17.5	4.33013	0	0
20	4.33013	0	0
22.5	4.33013	0	0
25	4.33013	0	0
27.5	4.33013	0	0
30	4.33013	0	0
32.5	4.33013	0	0
35	4.33013	0	0
37.5	4.33013	0	0
40	4.33013	0	0
42.5	4.33013	0	0
45	4.33013	0	0
47.5	4.33013	0	0
1.25	6.49519	0	0
3.75	6.49519	0	0
6.25	6.49519	0	0
8.75	6.49519	0	0
11.25	6.49519	0	0
13.75	6.49519	0	0
16.25	6.49519	0	0
18.75	6.49519	0	0
21.25	6.49519	0	0
23.75	6.49519	0	0
26.25	6.49519	0	0
28.75	6.49519	0	0
31.25	6.49519	0	0
33.75	6.49519	0	0
36.25	6.49519	0	0
38.75	6.49519	0	0
41.25	6.49519	0	0
43.75	6.49519	0	0
46.25	6.49519	0	0
48.75	6.49519	0	0
0	8.66025	0	0
2.5	8.66025	0	0
5	8.66025	0	0
7.5	8.66025	0	0
10	8.66025	0	0
12.5	8.66025	0	0
15	8.66025	0	0
17.5	8.66025	0	0
20	8.66025	0	0
22.5	8.66025	0	0
25	8.66025	0	0
27.5	8.66025	0	0
30	8.66025	0	0
32.5	8.66025	0	0
35	8.66025	0	0
37.5	8.66025	0	0
40	8.66025	0	0
42.5	8.66025	0	0
45	8.66025	0	0
47.5	8.66025	0	0
1.25	10.8253	0	0
3.75	10.8253	0	0
6.25	10.8253	0	0
8.75	10.8253	0	0
11.25	10.8253	0	0
13.75	10.8253	0	0
16.25	10.8253	0	0
18.75	10.8253	0	0
21.25	10.8253	0	0
23.75	10.8253	0	0
26.25	10.8253	0	0
28.75	10.8253	0	0
31.25	10.8253	0	0
33.75	10.8253	0	0
36.25	10.8253	0	0
38.75	10.8253	0	0
41.25	10.8253	0	0
43.75	10.8253	0	0
46.25	10.8253	0	0
48.75	10.8253	0	0
0	12.9904	0	0
2.5	12.9904	0	0
5	12.9904	0	0
7.5	12.9904	0	0
10	12.9904	0	0
12.5	12.9904	0	0
15	12.9904	0	0
17.5	12.9904	0	0
20	12.9904	0	0
22.5	12.9904	0	0
25	12.9904	0	0
27.5	12.9904	0	0
30	12.9904	0	0
32.5	12.9904	0	0
35	12.9904	0	0
37.5	12.9904	0	0
40	12.9904	0	0
42.5	12.9904	0	0
45	12.9904	0	0
47.5	12.9904	0	0
1.25	15.1554	0	0
3.75	15.1554	0	0
6.25	15.1554	0	0
8.75	15.1554	0	0
11.25	15.1554	0	0
13.75	15.1554	0	0
16.25	15.1554	0	0
18.75	15.1554	0	0
21.25	15.1554	0	0
23.75	15.1554	0	0
26.25	15.1554	0	0
28.75	15.1554	0	0
31.25	15.1554	0	0
33.75	15.1554	0	0
36.25	15.1554	0	0
38.75	15.1554	0	0
41.25	15.1554	0	0
43.75	15.1554	0	0
46.25	15.1554	0	0
48.75	15.1554	0	0
0	17.3205	0	0
2.5	17.3205	0	0
5	17.3205	0	0
