0	0	0.125
2.5	0	0.125
5	0	0.125
7.5	0	0.125
10	0	0.125
12.5	0	0.125
15	0	0.125
17.5	0	1
20	0	1
22.5	0	1
25	0	1
27.5	0	1
30	0	1
32.5	0	1
35	0	0.125
37.5	0	0.125
40	0	0.125
42.5	0	0.125
45	0	0.125
47.5	0	0.125
1.25	2.16506	0.125
3.75	2.16506	0.125
6.25	2.16506	0.125
8.75	2.16506	0.125
11.25	2.16506	0.125
13.75	2.16506	0.125
16.25	2.16506	0.125
18.75	2.16506	1
21.25	2.16506	1
23.75	2.16506	1
26.25	2.16506	1
28.75	2.16506	1
31.25	2.16506	1
33.75	2.16506	1
36.25	2.16506	0.125
38.75	2.16506	0.125
41.25	2.16506	0.125
43.75	2.16506	0.125
46.25	2.16506	0.125
48.75	2.16506	0.125
0	4.33013	0.125
2.5	4.33013	0.125
5	4.33013	0.125
7.5	4.33013	0.125
10	4.33013	0.125
12.5	4.33013	0.125
15	4.33013	0.125
17.5	4.33013	1
20	4.33013	1
22.5	4.33013	1
25	4.33013	1
27.5	4.33013	1
30	4.33013	1
32.5	4.33013	1
35	4.33013	0.125
37.5	4.33013	0.125
40	4.33013	0.125
42.5	4.33013	0.125
45	4.33013	0.125
47.5	4.33013	0.125
1.25	6.49519	0.125
3.75	6.49519	0.125
6.25	6.49519	0.125
8.75	6.49519	0.125
11.25	6.49519	0.125
13.75	6.49519	0.125
16.25	6.49519	0.125
18.75	6.49519	1
21.25	6.49519	1
23.75	6.49519	1
26.25	6.49519	1
28.75	6.49519	1
31.25	6.49519	1
33.75	6.49519	1
36.25	6.49519	0.125
38.75	6.49519	0.125
41.25	6.49519	0.125
43.75	6.49519	0.125
46.25	6.49519	0.125
48.75	6.49519	0.125
0	8.66025	0.125
2.5	8.66025	0.125
5	8.66025	0.125
7.5	8.66025	0.125
10	8.66025	0.125
12.5	8.66025	0.125
15	8.66025	0.125
17.5	8.66025	1
20	8.66025	1
22.5	8.66025	1
25	8.66025	1
27.5	8.66025	1
30	8.66025	1
32.5	8.66025	1
35	8.66025	0.125
